source_row,slice,region_id,class,cnn2,cnn3,dense_fc,random_forest,mean_confidence,min_confidence,model_disagreement,n_correct,n_models,hardness_rank_key
6899,recon_00006.tiff,113916,1,0.5032997131347656,0.3283470571041107,0.1034058481454849,0.0335,0.7595116982460022,0.5032997131347656,0.46979971313476565,3,4,10.9665
14335,recon_00006.tiff,289963,1,0.2571477591991424,0.090684063732624,0.5274895429611206,0.0467999999999999,0.783214424419403,0.5274895429611206,0.4806895429611207,3,4,10.9532
5463,recon_00006.tiff,85165,2,0.2838244140148163,0.9531537294387816,0.8163641095161438,0.762085714285714,0.8119447773558752,0.7161755561828613,0.6693293154239653,3,4,10.953153759241104
14334,recon_00006.tiff,289952,1,0.1633873581886291,0.2075650095939636,0.5153892636299133,0.0588666666666666,0.7713925572951634,0.5153892636299133,0.4565225969632467,3,4,10.941133333333333
0,recon_00006.tiff,0,1,0.0611578412353992,0.285317987203598,0.5384997129440308,0.1487928571428571,0.7608077540465763,0.5384997129440308,0.47734187170863157,3,4,10.9388421587646
7057,recon_00006.tiff,117179,2,0.4815884530544281,0.6445916891098022,0.5218611359596252,0.9090333333333332,0.6484744188865026,0.5184115171432495,0.42744488027890515,3,4,10.909033363135656
14325,recon_00006.tiff,288151,1,0.2532283365726471,0.1007235497236251,0.5013819932937622,0.2410761904761904,0.7265884828556152,0.5013819932937622,0.40065844357013713,3,4,10.899276450276375
4005,recon_00006.tiff,59422,1,0.526600182056427,0.3152283728122711,0.1781827360391616,0.1129309523809523,0.7300645413818814,0.526600182056427,0.4136692296754747,3,4,10.887069047619047
14322,recon_00006.tiff,284250,1,0.2798327803611755,0.1392017751932144,0.5692664384841919,0.1279095238095238,0.7555805935053599,0.5692664384841919,0.4413569146746681,3,4,10.872090476190476
2,recon_00006.tiff,57,1,0.3344198763370514,0.1379783004522323,0.5441760420799255,0.1968999999999999,0.7187194700479508,0.5441760420799255,0.40619774162769323,3,4,10.862021699547768
6844,recon_00006.tiff,113232,1,0.660698413848877,0.3609233200550079,0.1604177802801132,0.1658714285714286,0.7433714749608721,0.6390767097473145,0.5002806335687637,3,4,10.86120392382145
6405,recon_00006.tiff,105879,1,0.5616707801818848,0.3575745820999145,0.1475494801998138,0.1779238095238095,0.7196557196390061,0.5616707801818848,0.414121299982071,3,4,10.852450519800186
14328,recon_00006.tiff,289851,1,0.4328925907611847,0.1536075621843338,0.5375885367393494,0.1777047619047619,0.6933459166481382,0.5375885367393494,0.38398097455501556,3,4,10.846392437815666
7162,recon_00006.tiff,119453,1,0.5038958787918091,0.3947686851024627,0.4806603491306305,0.1551333333333333,0.6183333778063456,0.5038958787918091,0.3487625454584758,3,4,10.844866666666666
6822,recon_00006.tiff,112967,1,0.534561038017273,0.1556354165077209,0.25233194231987,0.3354500000000001,0.69778591234684,0.534561038017273,0.37892562150955206,3,4,10.844364583492279
6898,recon_00006.tiff,113914,1,0.5118279457092285,0.2075775116682052,0.2165843993425369,0.1739261904761904,0.728434961055574,0.5118279457092285,0.3379017552330381,3,4,10.826073809523809
6750,recon_00006.tiff,111958,1,0.5898570418357849,0.179243728518486,0.1898938864469528,0.2410880952380953,0.7449078254574821,0.5898570418357849,0.4106133133172989,3,4,10.820756271481514
8,recon_00006.tiff,2649,1,0.3413300216197967,0.2557590007781982,0.5611985921859741,0.3370333333333332,0.6567690516630809,0.5611985921859741,0.30543959140777593,3,4,10.744240999221802
6221,recon_00006.tiff,101363,2,0.5837297439575195,0.733378529548645,0.4529502093791961,0.6229190476190477,0.6217692704859235,0.5470497608184814,0.2804283201694489,3,4,10.733378559350967
6563,recon_00006.tiff,108913,2,0.4997206032276153,0.693809986114502,0.5978538990020752,0.694795238095238,0.6216846374466305,0.500279426574707,0.19507463486762272,3,4,10.694795208292916
6516,recon_00006.tiff,108316,1,0.4819559752941131,0.4370937645435333,0.4730791449546814,0.5843952380952382,0.5480665883257276,0.5180439949035645,0.14730147355170486,3,4,10.62925747864814
14320,recon_00006.tiff,282549,1,0.0989152863621711,0.1156328245997428,0.4979373812675476,0.0069999999999999,0.8201286269426346,0.5020626187324524,0.4909373812675477,4,4,0.9888747625350953
7108,recon_00006.tiff,118439,1,0.4913316667079925,0.1019321531057357,0.0654796063899993,0.0,0.8353141248226166,0.5086683034896851,0.4913316667079925,4,4,0.9826633632183075
71,recon_00006.tiff,11169,1,0.2253262400627136,0.1292102336883545,0.4843107759952545,0.0053333333333333,0.7889548616806666,0.5156892538070679,0.4789774426619212,4,4,0.9632881888548533
13830,recon_00006.tiff,270026,1,0.2207098007202148,0.20933698117733,0.4919196963310241,0.0206666666666666,0.7643417100509008,0.5080803036689758,0.4712530296643575,4,4,0.9631727259953817
7143,recon_00006.tiff,119126,1,0.4734113812446594,0.08457513153553,0.4101040363311767,0.0,0.7579773664474487,0.5265886187553406,0.4734113812446594,4,4,0.9468227624893188
7434,recon_00006.tiff,128630,1,0.1123683452606201,0.102991946041584,0.4761581420898437,0.0071666666666666,0.8253287268479665,0.5238418579101562,0.4689914754231771,4,4,0.9451496175130208
7449,recon_00006.tiff,129007,1,0.240367978811264,0.0505432821810245,0.4748729467391968,0.0046666666666666,0.8073872674306233,0.5251270532608032,0.4702062800725302,4,4,0.945079226811727
13791,recon_00006.tiff,269488,1,0.265640914440155,0.2156048268079757,0.4865815639495849,0.0360333333333333,0.7490348366419475,0.513418436050415,0.4505482306162516,4,4,0.9371297945658366
14329,recon_00006.tiff,289869,1,0.246421530842781,0.1199018135666847,0.4905742108821869,0.0446,0.7746256018638611,0.5094257593154907,0.4459742108821869,4,4,0.9365484515666962
13790,recon_00006.tiff,269487,1,0.2014609277248382,0.1591662317514419,0.4838809669017792,0.0325,0.7807479572296143,0.5161190032958984,0.4513809669017792,4,4,0.9352619636058808
13746,recon_00006.tiff,268954,1,0.3004444539546966,0.0704392492771148,0.4683801829814911,0.0039,0.7892090209960938,0.5316197872161865,0.4644801829814911,4,4,0.9328603957653046
13873,recon_00006.tiff,270797,1,0.2723116874694824,0.237653836607933,0.4681195318698883,0.0036666666666666,0.7545620730717977,0.5318804979324341,0.4644528652032217,4,4,0.9325723672707876
13713,recon_00006.tiff,268338,1,0.1918919384479522,0.1400266289710998,0.4728591442108154,0.0134999999999999,0.7954305795431137,0.5271408557891846,0.4593591442108155,4,4,0.9322182884216309
7467,recon_00006.tiff,129589,2,0.5306625366210938,0.8048825860023499,0.68666672706604,0.9933666666666666,0.7538946290890376,0.5306625366210938,0.46270413004557287,4,4,0.9320415934244791
7516,recon_00006.tiff,130990,1,0.2863373756408691,0.084436796605587,0.467498779296875,0.0048333333333333,0.7892234343687693,0.532501220703125,0.4626654459635417,4,4,0.9301642252604168
13874,recon_00006.tiff,270798,1,0.3453513979911804,0.0560921914875507,0.4754412472248077,0.0229,0.7750537954807282,0.5245587825775146,0.4525412472248077,4,4,0.9279824646472931
6721,recon_00006.tiff,111402,1,0.4620369076728821,0.2172518074512481,0.0120075652375817,0.0,0.8271759301424026,0.5379630923271179,0.4620369076728821,4,4,0.9240738153457642
7571,recon_00006.tiff,132671,1,0.2922306358814239,0.1271756589412689,0.4628322422504425,0.003,0.7786903731822967,0.5371677875518799,0.4598322422504425,4,4,0.9226644546985626
6783,recon_00006.tiff,112502,2,0.5603872537612915,0.930759608745575,0.5148637890815735,0.9458333333333332,0.7379609962304433,0.5148637890815735,0.4309695442517597,4,4,0.9161057551701862
13878,recon_00006.tiff,271020,1,0.3011785447597503,0.1110612004995346,0.4591808915138244,0.0083333333333333,0.7800614962975184,0.5408191084861755,0.4508475581804911,4,4,0.9100284496943156
6873,recon_00006.tiff,113602,2,0.7450003027915955,0.9967483282089232,0.5455418825149536,0.9329571428571428,0.8050619140931538,0.5455418825149536,0.4512064456939696,4,4,0.905664563179016
7219,recon_00006.tiff,120754,1,0.4507652223110199,0.2277852594852447,0.1838287711143493,0.001,0.7841551867723465,0.5492347478866577,0.4497652223110199,4,4,0.9005304744243622
7484,recon_00006.tiff,130164,1,0.2708717584609985,0.0622351244091987,0.4511451125144958,0.0059333333333333,0.8024536696831386,0.5488548874855042,0.4452117791811625,4,4,0.8963568916956584
7396,recon_00006.tiff,127250,1,0.3391944169998169,0.1288391500711441,0.4491149485111236,0.0061666666666666,0.7691712156136831,0.5508850812911987,0.442948281844457,4,4,0.8920632005532583
7422,recon_00006.tiff,128055,1,0.0873959958553314,0.0852804705500602,0.4736364781856537,0.0566333333333333,0.824263413755099,0.5263634920120239,0.4170031448523204,4,4,0.8906396528402964
7204,recon_00006.tiff,120377,1,0.4452982544898987,0.0186227671802043,0.0321360491216182,0.0,0.8759857416152954,0.5547017455101013,0.4452982544898987,4,4,0.8905965089797974
7493,recon_00006.tiff,130507,1,0.3654781281948089,0.2099648118019104,0.4434269666671753,0.006,0.7437825158834457,0.5565730333328247,0.4374269666671753,4,4,0.8808539333343506
1,recon_00006.tiff,38,1,0.4273438453674316,0.4965495467185974,0.4909890294075012,0.1130999999999999,0.6180043946266174,0.5034504532814026,0.38344954671859754,4,4,0.879999093437195
13505,recon_00006.tiff,265424,1,0.4376592338085174,0.3812068402767181,0.3601935803890228,0.0,0.7052350640296936,0.5623407363891602,0.4376592338085174,4,4,0.8753184974193573
13844,recon_00006.tiff,270254,1,0.1988166570663452,0.1849623173475265,0.4381577372550964,0.0046,0.7933658183574677,0.5618422627449036,0.4335577372550964,4,4,0.8717154745101928
13898,recon_00006.tiff,271590,1,0.331218272447586,0.1099451556801796,0.4364060163497925,0.0070999999999999,0.7788326407432556,0.5635939836502075,0.4293060163497926,4,4,0.8657120326995851
7225,recon_00006.tiff,120885,1,0.4325193762779236,0.2734732031822204,0.1293121874332428,0.0,0.7911738157272339,0.5674806237220764,0.4325193762779236,4,4,0.8650387525558472
7547,recon_00006.tiff,131827,1,0.2065812051296234,0.1879555135965347,0.4367245137691498,0.0091,0.7899096807003021,0.5632754564285278,0.4276245137691498,4,4,0.864349057340622
7185,recon_00006.tiff,119902,1,0.4315974712371826,0.2359035909175872,0.1880916804075241,0.0,0.7861018031835556,0.5684025287628174,0.4315974712371826,4,4,0.8631949424743652
6760,recon_00006.tiff,112059,1,0.4333447217941284,0.243109792470932,0.2459941953420639,0.01,0.7668878114223481,0.5666552782058716,0.4233447217941284,4,4,0.8566894435882568
13858,recon_00006.tiff,270534,1,0.4326232969760895,0.1166014373302459,0.1329135745763778,0.0088333333333333,0.827257085720698,0.5673767328262329,0.4237899636427562,4,4,0.8564132308165233
7172,recon_00006.tiff,119669,1,0.427556425333023,0.2983455955982208,0.3691935837268829,0.0,0.7262261211872101,0.5724436044692993,0.427556425333023,4,4,0.8551128208637238
6860,recon_00006.tiff,113479,2,0.5649423003196716,0.9261158108711244,0.9552161693572998,0.9829,0.8572935701370239,0.5649423003196716,0.41795769968032837,4,4,0.8530153993606567
7190,recon_00006.tiff,120019,1,0.3764354288578033,0.0719369500875473,0.424947440624237,0.0,0.7816700488328934,0.5750525593757629,0.424947440624237,4,4,0.8498948812484741
13565,recon_00006.tiff,266002,2,0.7095822691917419,0.9913934469223022,0.5717511773109436,0.8943380952380956,0.7917662471657708,0.5717511773109436,0.41964226961135864,4,4,0.847891092300415
14313,recon_00006.tiff,279465,1,0.2808699607849121,0.1273365318775177,0.4284762442111969,0.0106666666666666,0.7881626640160878,0.5715237855911255,0.4178095775445303,4,4,0.8462857919534048
6346,recon_00006.tiff,104374,2,0.5430201888084412,0.7259945869445801,0.9312421679496764,0.7860714285714282,0.7465820930685314,0.5430201888084412,0.38822197914123524,4,4,0.8452017903327941
7255,recon_00006.tiff,121588,1,0.3577929437160492,0.3930270671844482,0.4292913973331451,0.0135,0.7015971479415893,0.5707086324691772,0.4157913973331451,4,4,0.8450827648639678
13838,recon_00006.tiff,270180,2,0.6190970540046692,0.9325380921363832,0.5783066153526306,0.999,0.7822354403734207,0.5783066153526306,0.4206933846473694,4,4,0.8423867692947388
8559,recon_00006.tiff,157175,2,0.7603371143341064,0.8242871761322021,0.5398697257041931,0.9218857142857144,0.7615949326140541,0.5398697257041931,0.3820159885815213,4,4,0.8421462628773282
14323,recon_00006.tiff,285129,1,0.269098550081253,0.1102417632937431,0.4230954349040985,0.0063333333333333,0.7978077277342479,0.5769045352935791,0.4167621015707652,4,4,0.8398575662771861
6546,recon_00006.tiff,108579,1,0.4090677201747894,0.3980265855789184,0.4195252954959869,0.0035,0.6924700996875763,0.5804747343063354,0.4160252954959869,4,4,0.8355505611896514
6545,recon_00006.tiff,108578,2,0.7585220336914062,0.8224153518676758,0.5778720378875732,0.9881333333333332,0.7867356891949971,0.5778720378875732,0.41026129544575995,4,4,0.8323892575581867
7472,recon_00006.tiff,129707,1,0.4346444606781006,0.2371334284543991,0.3486818373203277,0.0373666666666666,0.7355434054454167,0.5653555393218994,0.397277794011434,4,4,0.8319222546895346
6220,recon_00006.tiff,101362,2,0.7308613061904907,0.7615752220153809,0.5416883826255798,0.9134380952380952,0.7368907515173866,0.5416883826255798,0.3717497126125153,4,4,0.8300613299869355
6710,recon_00006.tiff,111248,2,0.813832700252533,0.9729484915733336,0.583398699760437,0.996,0.8415449728965759,0.583398699760437,0.412601300239563,4,4,0.829202600479126
7093,recon_00006.tiff,117983,1,0.4705275893211365,0.2512246370315552,0.194146454334259,0.1127571428571428,0.7428360441139766,0.5294724106788635,0.3577704464639937,4,4,0.8282980357851302
13891,recon_00006.tiff,271380,1,0.4217433035373688,0.0387415923178195,0.180745393037796,0.0159999999999999,0.8356924436092377,0.5782567262649536,0.40574330353736887,4,4,0.8274865772724153
6635,recon_00006.tiff,110120,1,0.3774920701980591,0.0646535754203796,0.4233154356479645,0.0235666666666666,0.7777430704673132,0.5766845941543579,0.39974876898129785,4,4,0.8230641748269399
13715,recon_00006.tiff,268406,1,0.2729577422142029,0.0794824361801147,0.4164767265319824,0.0105,0.805145773768425,0.5835232734680176,0.4059767265319824,4,4,0.8224534530639649
6426,recon_00006.tiff,106355,2,0.7762370705604553,0.8007297515869141,0.563274085521698,0.9487714285714286,0.772253084060124,0.563274085521698,0.3854973430497306,4,4,0.8222232575280326
6982,recon_00006.tiff,115508,2,0.5674908757209778,0.9037384390830994,0.9168969988822936,0.9520190476190474,0.8350363403263545,0.5674908757209778,0.38452817189806965,4,4,0.8170372961770919
6487,recon_00006.tiff,107878,2,0.8227910399436951,0.993533968925476,0.5883274674415588,0.9623333333333334,0.8417464524110159,0.5883274674415588,0.4052065014839171,4,4,0.8168790340423583
13732,recon_00006.tiff,268730,1,0.3250865638256073,0.0677261799573898,0.4385206401348114,0.0612333333333333,0.776858302060763,0.5614793300628662,0.3772873068014781,4,4,0.8158079767386119
6842,recon_00006.tiff,113227,1,0.4084942042827606,0.0538092702627182,0.1177386045455932,0.0025,0.8543644690513611,0.591505765914917,0.4059942042827606,4,4,0.8144884383678437
968,recon_00006.tiff,17822,1,0.2778290510177612,0.2186695635318756,0.4181103110313415,0.0221333333333333,0.7658144427220027,0.5818896889686584,0.3959769776980082,4,4,0.8140872887293498
6466,recon_00006.tiff,107427,1,0.484045147895813,0.2299505770206451,0.4890945851802826,0.1648619047619047,0.6580119462853387,0.510905385017395,0.3242326804183779,4,4,0.8133272954009829
13063,recon_00006.tiff,257444,2,0.7632690072059631,0.8057078719139099,0.5319520831108093,0.8769380952380952,0.7444667643671944,0.5319520831108093,0.34498601212728586,4,4,0.8130339290164765
13768,recon_00006.tiff,269259,2,0.6630633473396301,0.98798930644989,0.5942503809928894,1.0,0.8113257586956024,0.5942503809928894,0.4057496190071106,4,4,0.8114992380142212
13767,recon_00006.tiff,269258,1,0.2720679044723511,0.1628832817077636,0.4109164476394653,0.0108,0.785833091545105,0.5890835523605347,0.4001164476394653,4,4,0.8110328952789306
8924,recon_00006.tiff,166360,2,0.7641274333000183,0.7997594475746155,0.5781424641609192,0.9659333333333332,0.7769906695922215,0.5781424641609192,0.387790869172414,4,4,0.8096484050114948
7226,recon_00006.tiff,120886,1,0.4046130180358886,0.0225980579853057,0.0128627372905612,0.0094285714285714,0.8876244101013456,0.5953869819641113,0.3951844466073172,4,4,0.7997974646432059
6401,recon_00006.tiff,105757,2,0.7139545679092407,0.9202240705490112,0.5699982047080994,0.9397333333333334,0.7859775441249212,0.5699982047080994,0.36973512862523406,4,4,0.7997369239171347
6901,recon_00006.tiff,113918,1,0.400814026594162,0.1115880236029625,0.1905425190925598,0.002,0.8237638558149338,0.5991859436035156,0.398814026594162,4,4,0.7996280829906464
13701,recon_00006.tiff,268062,2,0.7688280940055847,0.9950724244117736,0.6002912521362305,1.0,0.8410479426383972,0.6002912521362305,0.39970874786376953,4,4,0.7994174957275391
13702,recon_00006.tiff,268134,2,0.721854567527771,0.9876683354377748,0.5968735814094543,0.9926666666666666,0.8247657877604166,0.5968735814094543,0.39579308525721224,4,4,0.7989195038477579
13798,recon_00006.tiff,269566,2,0.7828271389007568,0.994203507900238,0.6005449891090393,1.0,0.8443939089775085,0.6005449891090393,0.3994550108909607,4,4,0.7989100217819214
6430,recon_00006.tiff,106470,2,0.6001258492469788,0.9185619354248048,0.9971972703933716,0.996,0.8779712637662888,0.6001258492469788,0.3970714211463928,4,4,0.7969455718994141
6439,recon_00006.tiff,106601,1,0.2331349849700927,0.080464519560337,0.4022128880023956,0.008,0.8190469037294388,0.5977871417999268,0.39421288800239557,4,4,0.7964257462024689
8298,recon_00006.tiff,150027,2,0.6945831775665283,0.7395281791687012,0.5625893473625183,0.9214,0.729525176024437,0.5625893473625183,0.3588106526374817,4,4,0.7962213052749634
6872,recon_00006.tiff,113599,2,0.5155238509178162,0.6538887619972229,0.7892295718193054,0.8264761904761907,0.6962795938026338,0.5155238509178162,0.31095233955837454,4,4,0.7954284886405584
6907,recon_00006.tiff,114040,1,0.247784286737442,0.3632269501686096,0.4006117582321167,0.0113333333333333,0.7442609253327053,0.5993882417678833,0.3892784248987834,4,4,0.7898901831309001
6630,recon_00006.tiff,110023,2,0.8057984113693237,0.983705997467041,0.6045629382133484,0.9976666666666668,0.847933503429095,0.6045629382133484,0.3931037284533184,4,4,0.78854079023997
7145,recon_00006.tiff,119128,1,0.3932249546051025,0.1581363528966903,0.1730228066444397,0.0,0.8189039677381516,0.6067750453948975,0.3932249546051025,4,4,0.7864499092102051
7556,recon_00006.tiff,132233,1,0.2293730527162552,0.3175576329231262,0.3987671732902527,0.0117666666666666,0.760633872326215,0.6012328267097473,0.3870005066235861,4,4,0.7857676799138388
8780,recon_00006.tiff,162864,2,0.7684312462806702,0.9630692005157472,0.6069033145904541,0.998,0.8341009403467179,0.6069033145904541,0.3910966854095459,4,4,0.7841933708190918
7554,recon_00006.tiff,132141,2,0.7474114894866943,0.9889708757400512,0.6079654693603516,1.0,0.8360869586467743,0.6079654693603516,0.39203453063964844,4,4,0.7840690612792969
8505,recon_00006.tiff,156016,2,0.7637153267860413,0.84934401512146,0.6102837920188904,1.0,0.8058357834815979,0.6102837920188904,0.3897162079811096,4,4,0.7794324159622192
8506,recon_00006.tiff,156017,2,0.8474907875061035,0.8162739872932434,0.5575571656227112,0.8935047619047618,0.7787066755817049,0.5575571656227112,0.3359475962820506,4,4,0.7783904306593394
3974,recon_00006.tiff,59007,1,0.3877855241298675,0.0248315073549747,0.0529656112194061,0.0,0.8836043179035187,0.6122144460678101,0.3877855241298675,4,4,0.7755710780620575
7507,recon_00006.tiff,130871,2,0.6546271443367004,0.9900834560394288,0.6130139827728271,1.0,0.8144311457872391,0.6130139827728271,0.38698601722717285,4,4,0.7739720344543457
6643,recon_00006.tiff,110224,2,0.6332913041114807,0.9146820902824402,0.5708695650100708,0.7927571428571429,0.7279000255652837,0.5708695650100708,0.3438125252723694,4,4,0.7729429602622986
7551,recon_00006.tiff,132032,2,0.7253606915473938,0.9695681929588318,0.6139248013496399,1.0,0.8272134214639664,0.6139248013496399,0.3860751986503601,4,4,0.7721503973007202
7213,recon_00006.tiff,120515,1,0.3049131035804748,0.2450129091739654,0.3835380673408508,0.0,0.7666339874267578,0.6164619326591492,0.3835380673408508,4,4,0.7670761346817017
7445,recon_00006.tiff,128878,2,0.7279107570648193,0.989389955997467,0.6164369583129883,0.999,0.8331844178438187,0.6164369583129883,0.3825630416870117,4,4,0.7661260833740234
8342,recon_00006.tiff,151191,2,0.6171408891677856,0.9670491814613342,0.9735732674598694,0.998,0.8889408345222474,0.6171408891677856,0.38085911083221435,4,4,0.7637182216644287
6824,recon_00006.tiff,112974,2,0.9068647623062134,0.9399729371070862,0.6138232350349426,0.9885,0.8622902336120606,0.6138232350349426,0.3746767649650574,4,4,0.7608535299301148
7444,recon_00006.tiff,128877,1,0.2831745147705078,0.1506547927856445,0.3903740048408508,0.0199333333333333,0.7889658385674159,0.6096259951591492,0.37044067150751747,4,4,0.7608146763483683
7369,recon_00006.tiff,126304,1,0.3793531358242035,0.2449560761451721,0.1480271369218826,0.001,0.8066659090518952,0.6206468343734741,0.3783531358242035,4,4,0.7577063014507294
